Filename,Identifier,scientificName,CommonName,Comments
"Lobocleta_tenellata,I_PBA25000.jpg",I_PBA25000,Lobocleta tenellata,,
"moth_Notodontidae,I_PBA25001.jpg",I_PBA25001,moth Notodontidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25002.jpg",I_PBA25002,Iridopsis lurida--oberthuri--herse,,
"Clemensia_leopardina,I_PBA25003.jpg",I_PBA25003,Clemensia leopardina,,
"Rhabdatomis_laudamia,I_PBA25004.jpg",I_PBA25004,Rhabdatomis laudamia,,
"Eupithecia_sp_group_san_luis,I_PBA25005.jpg",I_PBA25005,Eupithecia sp_group_san_luis,,
"Crambidia_myrlosea,I_PBA25006.jpg",I_PBA25006,Crambidia myrlosea,,
"Leptostales_crossii,I_PBA25007.jpg",I_PBA25007,Leptostales crossii,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25008.jpg",I_PBA25008,Iridopsis lurida--oberthuri--herse,,
"moth,I_PBA25009.jpg",I_PBA25009,moth,,
"Meganola_sp_san_luis_b,I_PBA25010.jpg",I_PBA25010,Meganola sp_san_luis_b,,
"Rhabdatomis_laudamia,I_PBA25011.jpg",I_PBA25011,Rhabdatomis laudamia,,
"moth_Crambidae,I_PBA25012.jpg",I_PBA25012,moth Crambidae,,
"Rhabdatomis_laudamia,I_PBA25013.jpg",I_PBA25013,Rhabdatomis laudamia,,
"Nephodia_auxesia,I_PBA25014.jpg",I_PBA25014,Nephodia auxesia,,
"moth_Notodontidae,I_PBA25015.jpg",I_PBA25015,moth Notodontidae,,
"moth_Hemiceras,I_PBA25016.jpg",I_PBA25016,moth Hemiceras,,
"Nemoria_defectiva,I_PBA25017.jpg",I_PBA25017,Nemoria defectiva,,
"Nematocampa_arenosa,I_PBA25018.jpg",I_PBA25018,Nematocampa arenosa,,
"moth_Hemiceras,I_PBA25019.jpg",I_PBA25019,moth Hemiceras,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25020.jpg",I_PBA25020,Iridopsis lurida--oberthuri--herse,,
"moth_Lascoria,I_PBA25021.jpg",I_PBA25021,moth Lascoria,,
"moth_Hemiceras,I_PBA25022.jpg",I_PBA25022,moth Hemiceras,,
"moth_Tortricidae,I_PBA25023.jpg",I_PBA25023,moth Tortricidae,,
"Patalene_aenetusaria,I_PBA25024.jpg",I_PBA25024,Patalene aenetusaria,,
"moth_Notodontidae,I_PBA25025.jpg",I_PBA25025,moth Notodontidae,,
"Clemensia_cincinnata,I_PBA25026.jpg",I_PBA25026,Clemensia cincinnata,,
"moth_Notodontidae,I_PBA25027.jpg",I_PBA25027,moth Notodontidae,,
"Nephodia_auxesia,I_PBA25028.jpg",I_PBA25028,Nephodia auxesia,,
"Brachurapteryx_tesserata,I_PBA25029.jpg",I_PBA25029,Brachurapteryx tesserata,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25030.jpg",I_PBA25030,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Notodontidae,I_PBA25031.jpg",I_PBA25031,moth Notodontidae,,
"moth,I_PBA25032.jpg",I_PBA25032,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25033.jpg",I_PBA25033,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Geometridae,I_PBA25034.jpg",I_PBA25034,moth Geometridae,,
"moth_Noctuidae,I_PBA25035.jpg",I_PBA25035,moth Noctuidae,,
"Rhabdatomis_laudamia,I_PBA25036.jpg",I_PBA25036,Rhabdatomis laudamia,,
"moth_Notodontidae,I_PBA25037.jpg",I_PBA25037,moth Notodontidae,,
"Eupithecia_sp_group_san_luis,I_PBA25038.jpg",I_PBA25038,Eupithecia sp_group_san_luis,,
"moth_Notodontidae,I_PBA25039.jpg",I_PBA25039,moth Notodontidae,,
"Lobocleta_tenellata,I_PBA25040.jpg",I_PBA25040,Lobocleta tenellata,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25041.jpg",I_PBA25041,Iridopsis lurida--oberthuri--herse,,
"Lobocleta_tenellata,I_PBA25042.jpg",I_PBA25042,Lobocleta tenellata,,
"moth,I_PBA25043.jpg",I_PBA25043,moth,,
"Glena_mopsaria,I_PBA25044.jpg",I_PBA25044,Glena mopsaria,,
"Iridopsis_validaria,I_PBA25045.jpg",I_PBA25045,Iridopsis validaria,,
"Leptostales_crossii,I_PBA25046.jpg",I_PBA25046,Leptostales crossii,,
"moth_Crambidae,I_PBA25047.jpg",I_PBA25047,moth Crambidae,,
"moth_Crambidae,I_PBA25048.jpg",I_PBA25048,moth Crambidae,,
"moth,I_PBA25049.jpg",I_PBA25049,moth,,
"Micrathetis_dasarada,I_PBA25050.jpg",I_PBA25050,Micrathetis dasarada,,
"moth,I_PBA25051.jpg",I_PBA25051,moth,,
"Macaria_sp_san_luis_a,I_PBA25052.jpg",I_PBA25052,Macaria sp_san_luis_a,,
"Idaea_sp_group_san_luis,I_PBA25053.jpg",I_PBA25053,Idaea sp_group_san_luis,,
"Cell_phone,I_PBA25054.jpg",I_PBA25054,Cell phone,,
"light,I_PBA25055.jpg",I_PBA25055,light,,
"moth_Megalopygidae_-_Limacodidae,I_PBA25056.jpg",I_PBA25056,moth Megalopygidae - Limacodidae,,
"Rhabdatomis_laudamia,I_PBA25057.jpg",I_PBA25057,Rhabdatomis laudamia,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25058.jpg",I_PBA25058,Iridopsis lurida--oberthuri--herse,,
"Patalene_aenetusaria,I_PBA25059.jpg",I_PBA25059,Patalene aenetusaria,,
"moth_plume,I_PBA25060.jpg",I_PBA25060,moth plume,,
"Rhabdatomis_laudamia,I_PBA25061.jpg",I_PBA25061,Rhabdatomis laudamia,,
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25062.jpg",I_PBA25062,Lophosis labeculata,Stained Lophosis Moth,
"moth_Hemiceras,I_PBA25063.jpg",I_PBA25063,moth Hemiceras,,
"Trygodes_amphion,I_PBA25064.jpg",I_PBA25064,Trygodes amphion,,
"Meganola_sp_san_luis_b,I_PBA25065.jpg",I_PBA25065,Meganola sp_san_luis_b,,
"moth_Pyralidae,I_PBA25066.jpg",I_PBA25066,moth Pyralidae,,
"moth,I_PBA25067.jpg",I_PBA25067,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25068.jpg",I_PBA25068,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Noctuidae,I_PBA25069.jpg",I_PBA25069,moth Noctuidae,,
"moth_emerald,I_PBA25070.jpg",I_PBA25070,moth emerald,,
"Lobocleta_tenellata,I_PBA25071.jpg",I_PBA25071,Lobocleta tenellata,,
"moth_Notodontidae,I_PBA25072.jpg",I_PBA25072,moth Notodontidae,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25073.jpg",I_PBA25073,Crambidia cephalica,Yellow-headed Lichen Moth,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25074.jpg",I_PBA25074,Afrida ydatodes,Dyars Lichen Moth,
"Meganola_bifiliferata,I_PBA25075.jpg",I_PBA25075,Meganola bifiliferata,,
"Clemensia_brunneomedia,I_PBA25076.jpg",I_PBA25076,Clemensia brunneomedia,,
"Clemensia_leopardina,I_PBA25077.jpg",I_PBA25077,Clemensia leopardina,,
"Patalene_aenetusaria,I_PBA25078.jpg",I_PBA25078,Patalene aenetusaria,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25079.jpg",I_PBA25079,Crambidia cephalica,Yellow-headed Lichen Moth,
"Eucereon_xanthoperas,I_PBA25080.jpg",I_PBA25080,Eucereon xanthoperas,,
"Idaea_sp_group_san_luis,I_PBA25081.jpg",I_PBA25081,Idaea sp_group_san_luis,,
"moth_emerald,I_PBA25082.jpg",I_PBA25082,moth emerald,,
"moth_Megalopygidae_-_Limacodidae,I_PBA25083.jpg",I_PBA25083,moth Megalopygidae - Limacodidae,,
"moth_Notodontidae,I_PBA25084.jpg",I_PBA25084,moth Notodontidae,,
"Eucereon_rosinum,I_PBA25085.jpg",I_PBA25085,Eucereon rosinum,,
"Rhabdatomis_laudamia,I_PBA25086.jpg",I_PBA25086,Rhabdatomis laudamia,,
"Pheia_elegans,I_PBA25087.jpg",I_PBA25087,Pheia elegans,,
"Nephodia_auxesia,I_PBA25088.jpg",I_PBA25088,Nephodia auxesia,,
"moth_Crambidae,I_PBA25089.jpg",I_PBA25089,moth Crambidae,,
"Rhabdatomis_laudamia,I_PBA25090.jpg",I_PBA25090,Rhabdatomis laudamia,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25091.jpg",I_PBA25091,Crambidia cephalica,Yellow-headed Lichen Moth,
"Rhabdatomis_laudamia,I_PBA25092.jpg",I_PBA25092,Rhabdatomis laudamia,,
"moth_Noctuidae,I_PBA25093.jpg",I_PBA25093,moth Noctuidae,,
"moth_Geometridae,I_PBA25094.jpg",I_PBA25094,moth Geometridae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25095.jpg",I_PBA25095,Iridopsis lurida--oberthuri--herse,,
"Idaea_subfervens,I_PBA25096.jpg",I_PBA25096,Idaea subfervens,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25097.jpg",I_PBA25097,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Patalene_aenetusaria,I_PBA25098.jpg",I_PBA25098,Patalene aenetusaria,,
"moth_Notodontidae,I_PBA25099.jpg",I_PBA25099,moth Notodontidae,,
"insect,I_PBA25100.jpg",I_PBA25100,insect,,
"Gn_sp_san_luis_1013,I_PBA25102.jpg",I_PBA25102,Gn sp_san_luis_1013,,
"moth_Megalopygidae_-_Limacodidae,I_PBA25103.jpg",I_PBA25103,moth Megalopygidae - Limacodidae,,
"moth_Crambidae,I_PBA25104.jpg",I_PBA25104,moth Crambidae,,
"moth_Noctuidae,I_PBA25105.jpg",I_PBA25105,moth Noctuidae,,
"moth_Notodontidae,I_PBA25106.jpg",I_PBA25106,moth Notodontidae,,
"Metanema_bonadea,I_PBA25107.jpg",I_PBA25107,Metanema bonadea,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25108.jpg",I_PBA25108,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Palthis,I_PBA25109.jpg",I_PBA25109,moth Palthis,,
"moth,I_PBA25110.jpg",I_PBA25110,moth,,
"moth_Notodontidae,I_PBA25111.jpg",I_PBA25111,moth Notodontidae,,
"Rhabdatomis_laudamia,I_PBA25112.jpg",I_PBA25112,Rhabdatomis laudamia,,
"moth_Noctuidae,I_PBA25113.jpg",I_PBA25113,moth Noctuidae,,
"moth_Crambidae,I_PBA25114.jpg",I_PBA25114,moth Crambidae,,
"Nematocampa_completa,I_PBA25115.jpg",I_PBA25115,Nematocampa completa,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25116.jpg",I_PBA25116,Iridopsis lurida--oberthuri--herse,,
"Elaphria_subobliqua,I_PBA25117.jpg",I_PBA25117,Elaphria subobliqua,,
"moth_Notodontidae,I_PBA25118.jpg",I_PBA25118,moth Notodontidae,,
"Nemoria_vermiculata,I_PBA25119.jpg",I_PBA25119,Nemoria vermiculata,,
"moth_Geometridae,I_PBA25120.jpg",I_PBA25120,moth Geometridae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25121.jpg",I_PBA25121,Iridopsis lurida--oberthuri--herse,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25122.jpg",I_PBA25122,Afrida ydatodes,Dyars Lichen Moth,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25123.jpg",I_PBA25123,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Crambidae,I_PBA25124.jpg",I_PBA25124,moth Crambidae,,
"moth_Notodontidae,I_PBA25125.jpg",I_PBA25125,moth Notodontidae,,
"Epimecis_matronaria--nasica,I_PBA25126.jpg",I_PBA25126,Epimecis matronaria--nasica,,
"moth_Hemiceras,I_PBA25127.jpg",I_PBA25127,moth Hemiceras,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25128.jpg",I_PBA25128,Iridopsis lurida--oberthuri--herse,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25129.jpg",I_PBA25129,Afrida ydatodes,Dyars Lichen Moth,
"moth_Noctuidae,I_PBA25130.jpg",I_PBA25130,moth Noctuidae,,
"Macaria_approximaria--gambarina--ostia,I_PBA25131.jpg",I_PBA25131,Macaria approximaria--gambarina--ostia,,
"moth_Crambidae,I_PBA25132.jpg",I_PBA25132,moth Crambidae,,
"moth_Noctuidae,I_PBA25133.jpg",I_PBA25133,moth Noctuidae,,
"Synnomos_sp_san_luis_a,I_PBA25134.jpg",I_PBA25134,Synnomos sp_san_luis_a,,
"moth_Geometridae,I_PBA25135.jpg",I_PBA25135,moth Geometridae,,
"Patalene_aenetusaria,I_PBA25136.jpg",I_PBA25136,Patalene aenetusaria,,
"Meganola_sp_san_luis_b,I_PBA25137.jpg",I_PBA25137,Meganola sp_san_luis_b,,
"moth,I_PBA25138.jpg",I_PBA25138,moth,,
"moth_Arctiidae,I_PBA25139.jpg",I_PBA25139,moth Arctiidae,,
"Nemoria_defectiva,I_PBA25140.jpg",I_PBA25140,Nemoria defectiva,,
"Euphyia_sp_group_san_luis,I_PBA25141.jpg",I_PBA25141,Euphyia sp_group_san_luis,,
"Lobocleta_tenellata,I_PBA25142.jpg",I_PBA25142,Lobocleta tenellata,,
"moth_Geometridae,I_PBA25143.jpg",I_PBA25143,moth Geometridae,,
"Eupithecia_sp_group_san_luis,I_PBA25144.jpg",I_PBA25144,Eupithecia sp_group_san_luis,,
"Bryolymnia_roma,I_PBA25145.jpg",I_PBA25145,Bryolymnia roma,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25146.jpg",I_PBA25146,Iridopsis lurida--oberthuri--herse,,
"moth_Crambidae,I_PBA25147.jpg",I_PBA25147,moth Crambidae,,
"Hampsonodes_mastoides,I_PBA25148.jpg",I_PBA25148,Hampsonodes mastoides,,
"Trygodes_amphion,I_PBA25149.jpg",I_PBA25149,Trygodes amphion,,
"Microxydia_ruficomma,I_PBA25150.jpg",I_PBA25150,Microxydia ruficomma,,
"moth_Noctuidae,I_PBA25151.jpg",I_PBA25151,moth Noctuidae,,
"moth_Notodontidae,I_PBA25152.jpg",I_PBA25152,moth Notodontidae,,
"Hypercompe_nemophila,I_PBA25153.jpg",I_PBA25153,Hypercompe nemophila,,
"moth_Geometridae,I_PBA25154.jpg",I_PBA25154,moth Geometridae,,
"moth_Crambidae,I_PBA25155.jpg",I_PBA25155,moth Crambidae,,
"moth,I_PBA25156.jpg",I_PBA25156,moth,,
"moth_Noctuidae,I_PBA25157.jpg",I_PBA25157,moth Noctuidae,,
"moth,I_PBA25158.jpg",I_PBA25158,moth,,
"moth_Pyralidae,I_PBA25159.jpg",I_PBA25159,moth Pyralidae,,
"Synchlora_astraeoides,I_PBA25160.jpg",I_PBA25160,Synchlora astraeoides,,
"moth_Mocis,I_PBA25161.jpg",I_PBA25161,moth Mocis,,
"moth,I_PBA25162.jpg",I_PBA25162,moth,,
"moth,I_PBA25163.jpg",I_PBA25163,moth,,
"moth_Pyralidae,I_PBA25164.jpg",I_PBA25164,moth Pyralidae,,
"moth,I_PBA25165.jpg",I_PBA25165,moth,,
"moth_Crambidae,I_PBA25166.jpg",I_PBA25166,moth Crambidae,,
"moth_Noctuidae,I_PBA25167.jpg",I_PBA25167,moth Noctuidae,,
"Leptostales_crossii,I_PBA25168.jpg",I_PBA25168,Leptostales crossii,,
"moth,I_PBA25169.jpg",I_PBA25169,moth,,
"Rhabdatomis_laudamia,I_PBA25170.jpg",I_PBA25170,Rhabdatomis laudamia,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25171.jpg",I_PBA25171,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth,I_PBA25172.jpg",I_PBA25172,moth,,
"Nematocampa_completa,I_PBA25173.jpg",I_PBA25173,Nematocampa completa,,
"Nephodia_auxesia,I_PBA25174.jpg",I_PBA25174,Nephodia auxesia,,
"Iridopsis_validaria,I_PBA25175.jpg",I_PBA25175,Iridopsis validaria,,
"light,I_PBA25176.jpg",I_PBA25176,light,,
"Oospila_venezuelata,I_PBA25177.jpg",I_PBA25177,Oospila venezuelata,,
"moth_Geometridae,I_PBA25178.jpg",I_PBA25178,moth Geometridae,,
"Idalus_perlineosa,I_PBA25179.jpg",I_PBA25179,Idalus perlineosa,,
"moth_Pyralidae,I_PBA25180.jpg",I_PBA25180,moth Pyralidae,,
"Glena_mopsaria,I_PBA25181.jpg",I_PBA25181,Glena mopsaria,,
"Dycladia_emerita,I_PBA25182.jpg",I_PBA25182,Dycladia emerita,,
"moth,I_PBA25183.jpg",I_PBA25183,moth,,
"Metanema_bonadea,I_PBA25184.jpg",I_PBA25184,Metanema bonadea,,
"moth,I_PBA25185.jpg",I_PBA25185,moth,,
"Clemensia_leopardina,I_PBA25186.jpg",I_PBA25186,Clemensia leopardina,,
"moth,I_PBA25187.jpg",I_PBA25187,moth,,
"moth_Noctuidae,I_PBA25188.jpg",I_PBA25188,moth Noctuidae,,
"moth,I_PBA25189.jpg",I_PBA25189,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25190.jpg",I_PBA25190,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Crambidae,I_PBA25191.jpg",I_PBA25191,moth Crambidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25192.jpg",I_PBA25192,Iridopsis lurida--oberthuri--herse,,
"Crambidia_myrlosea,I_PBA25193.jpg",I_PBA25193,Crambidia myrlosea,,
"moth_Noctuidae,I_PBA25194.jpg",I_PBA25194,moth Noctuidae,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25195.jpg",I_PBA25195,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Crambidae,I_PBA25196.jpg",I_PBA25196,moth Crambidae,,
"moth_Noctuidae,I_PBA25197.jpg",I_PBA25197,moth Noctuidae,,
"moth_Crambidae,I_PBA25199.jpg",I_PBA25199,moth Crambidae,,
"Lobocleta_tenellata,I_PBA25200.jpg",I_PBA25200,Lobocleta tenellata,,
"moth,I_PBA25201.jpg",I_PBA25201,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25202.jpg",I_PBA25202,Crambidia cephalica,Yellow-headed Lichen Moth,
"Cell_phone,I_PBA25203.jpg",I_PBA25203,Cell phone,,
"light,I_PBA25204.jpg",I_PBA25204,light,,
"moth_Notodontidae,I_PBA25205.jpg",I_PBA25205,moth Notodontidae,,
"moth_new_species,I_PBA25206.jpg",I_PBA25206,moth new species,,
"moth,I_PBA25207.jpg",I_PBA25207,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25208.jpg",I_PBA25208,Crambidia cephalica,Yellow-headed Lichen Moth,
"Melese_monima,I_PBA25209.jpg",I_PBA25209,Melese monima,,
"moth_Pyralidae,I_PBA25210.jpg",I_PBA25210,moth Pyralidae,,
"Dycladia_emerita,I_PBA25211.jpg",I_PBA25211,Dycladia emerita,,
"moth_Geometridae,I_PBA25212.jpg",I_PBA25212,moth Geometridae,,
"Rhabdatomis_laudamia,I_PBA25213.jpg",I_PBA25213,Rhabdatomis laudamia,,
"moth,I_PBA25214.jpg",I_PBA25214,moth,,
"Clemensia_brunneomedia,I_PBA25215.jpg",I_PBA25215,Clemensia brunneomedia,,
"moth,I_PBA25216.jpg",I_PBA25216,moth,,
"moth_Geometridae,I_PBA25217.jpg",I_PBA25217,moth Geometridae,,
"Meganola_sp_san_luis_b,I_PBA25218.jpg",I_PBA25218,Meganola sp_san_luis_b,,
"moth_Pyralidae,I_PBA25219.jpg",I_PBA25219,moth Pyralidae,,
"moth_Geometridae,I_PBA25220.jpg",I_PBA25220,moth Geometridae,,
"Eubaphe_unicolor,I_PBA25221.jpg",I_PBA25221,Eubaphe unicolor,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25222.jpg",I_PBA25222,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_PBA25223.jpg",I_PBA25223,moth,,
"Rhabdatomis_laudamia,I_PBA25224.jpg",I_PBA25224,Rhabdatomis laudamia,,
"moth,I_PBA25225.jpg",I_PBA25225,moth,,
"Eubaphe_unicolor,I_PBA25226.jpg",I_PBA25226,Eubaphe unicolor,,
"moth_Notodontidae,I_PBA25227.jpg",I_PBA25227,moth Notodontidae,,
"moth,I_PBA25228.jpg",I_PBA25228,moth,,
"Eupithecia_sp_group_san_luis,I_PBA25229.jpg",I_PBA25229,Eupithecia sp_group_san_luis,,
"Melese_laodamia,I_PBA25230.jpg",I_PBA25230,Melese laodamia,,
"moth_Crambidae,I_PBA25231.jpg",I_PBA25231,moth Crambidae,,
"insect,I_PBA25232.jpg",I_PBA25232,insect,,
"moth_Notodontidae,I_PBA25233.jpg",I_PBA25233,moth Notodontidae,,
"moth_Geometridae,I_PBA25234.jpg",I_PBA25234,moth Geometridae,,
"moth,I_PBA25235.jpg",I_PBA25235,moth,,
"moth_new_species,I_PBA25236.jpg",I_PBA25236,moth new species,,
"moth,I_PBA25237.jpg",I_PBA25237,moth,,
"moth,I_PBA25238.jpg",I_PBA25238,moth,,
"Leptostales_crossii,I_PBA25239.jpg",I_PBA25239,Leptostales crossii,,
"moth_Geometridae,I_PBA25240.jpg",I_PBA25240,moth Geometridae,,
"moth_Noctuidae,I_PBA25241.jpg",I_PBA25241,moth Noctuidae,,
"Cell_phone,I_PBA25242.jpg",I_PBA25242,Cell phone,,
"light,I_PBA25243.jpg",I_PBA25243,light,,
"Nephodia_betala,I_PBA25244.jpg",I_PBA25244,Nephodia betala,,
"moth,I_PBA25245.jpg",I_PBA25245,moth,,
"moth_Sphingidae,I_PBA25246.jpg",I_PBA25246,moth Sphingidae,,
"moth_Crambidae,I_PBA25247.jpg",I_PBA25247,moth Crambidae,,
"Elaphria_hyposcota,I_PBA25248.jpg",I_PBA25248,Elaphria hyposcota,,
"Iridopsis_validaria,I_PBA25249.jpg",I_PBA25249,Iridopsis validaria,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25250.jpg",I_PBA25250,Crambidia cephalica,Yellow-headed Lichen Moth,
"Thysanopyga_carfinia,I_PBA25251.jpg",I_PBA25251,Thysanopyga carfinia,,
"Scena_potentia,I_PBA25252.jpg",I_PBA25252,Scena potentia,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25253.jpg",I_PBA25253,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Noctuidae,I_PBA25254.jpg",I_PBA25254,moth Noctuidae,,
"Nephodia_auxesia,I_PBA25255.jpg",I_PBA25255,Nephodia auxesia,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25256.jpg",I_PBA25256,Iridopsis lurida--oberthuri--herse,,
"moth_Pyralidae,I_PBA25257.jpg",I_PBA25257,moth Pyralidae,,
"moth,I_PBA25258.jpg",I_PBA25258,moth,,
"Aclytia_heber,I_PBA25259.jpg",I_PBA25259,Aclytia heber,,
"Feltia_subterranea,_maybe,I_PBA25260.jpg",I_PBA25260,Feltia subterranea,maybe,
"moth_Notodontidae,I_PBA25261.jpg",I_PBA25261,moth Notodontidae,,
"moth,I_PBA25262.jpg",I_PBA25262,moth,,
"moth,I_PBA25263.jpg",I_PBA25263,moth,,
"Gonodes_liquida,I_PBA25264.jpg",I_PBA25264,Gonodes liquida,,
"moth,I_PBA25265.jpg",I_PBA25265,moth,,
"moth_Noctuidae,I_PBA25266.jpg",I_PBA25266,moth Noctuidae,,
"Clemensia_leopardina,I_PBA25267.jpg",I_PBA25267,Clemensia leopardina,,
"moth_Hemiceras,I_PBA25268.jpg",I_PBA25268,moth Hemiceras,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25269.jpg",I_PBA25269,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_PBA25270.jpg",I_PBA25270,moth,,
"moth,I_PBA25271.jpg",I_PBA25271,moth,,
"Crambidia_myrlosea,I_PBA25272.jpg",I_PBA25272,Crambidia myrlosea,,
"moth,I_PBA25273.jpg",I_PBA25273,moth,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25274.jpg",I_PBA25274,Afrida ydatodes,Dyars Lichen Moth,
