Filename,Identifier,ScientificName,CommonName,Comments
"Metanema_bonadea,I_PBA1.jpg",I_PBA1,Metanema bonadea,,
"Glaphyria_glaphyralis,_Common_Glaphyria_Moth,_maybe,I_PBA2.jpg",I_PBA2,Glaphyria glaphyralis,Common Glaphyria Moth,maybe
"Autosticha_kyotensis,_maybe,I_PBA3.jpg",I_PBA3,Autosticha kyotensis,maybe,
"Lochmaeus_bilineata,_Double-lined_Prominent,I_PBA4.jpg",I_PBA4,Lochmaeus bilineata,Double-lined Prominent,
"Melanolophia_signataria,_Signate_Melanolophia,I_PBA5.jpg",I_PBA5,Melanolophia signataria,Signate Melanolophia,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA6.jpg",I_PBA6,Eutrapela clemataria,Curve-toothed Geometer,
"Ectropis_crepuscularia,_The_Small_Engrailed,I_PBA7.jpg",I_PBA7,Ectropis crepuscularia,The Small Engrailed,
"Baileya_ophthalmica,_Eyed_Baileya,I_PBA8.jpg",I_PBA8,Baileya ophthalmica,Eyed Baileya,
"light_back,I_PBA9.jpg",I_PBA9,light back,,
"Eupithecia_miserulata,_Common_Eupithecia_Moth,I_PBA10.jpg",I_PBA10,Eupithecia miserulata,Common Eupithecia Moth,
"Antaeotricha_leucillana,_Pale_Gray_Bird-dropping_Moth,I_PBA11.jpg",I_PBA11,Antaeotricha leucillana,Pale Gray Bird-dropping Moth,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA13.jpg",I_PBA13,Eutrapela clemataria,Curve-toothed Geometer,
"Hypagyrtis_unipunctata,_One-spotted_Variant,_Melanolophia_signataria,_Signate_Melanolophia,I_PBA14.jpg",I_PBA14,Hypagyrtis unipunctata,One-spotted Variant,Melanolophia signataria
"Anavitrinella_pampinaria,_Common_Gray,I_PBA17.jpg",I_PBA17,Anavitrinella pampinaria,Common Gray,
"caddisfly,I_PBA19.jpg",I_PBA19,caddisfly,,
"Choristoneura_rosaceana,_Oblique-banded_Leafroller_Moth,_maybe,I_PBA20.jpg",I_PBA20,Choristoneura rosaceana,Oblique-banded Leafroller Moth,maybe
"Peridea_basitriens,_Oval-Based_Prominent,I_PBA21.jpg",I_PBA21,Peridea basitriens,Oval-Based Prominent,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA22.jpg",I_PBA22,Hypagyrtis unipunctata,One-spotted Variant,
"Idia_aemula,_Common_Idia,I_PBA23.jpg",I_PBA23,Idia aemula,Common Idia,
"Arta_statalis,_Posturing_Arta_Moth,I_PBA24.jpg",I_PBA24,Arta statalis,Posturing Arta Moth,
"Melanolophia_signataria,_Signate_Melanolophia,I_PBA25.jpg",I_PBA25,Melanolophia signataria,Signate Melanolophia,
"Epimecis_hortaria,_Tulip-tree_Beauty,I_PBA26.jpg",I_PBA26,Epimecis hortaria,Tulip-tree Beauty,
"Heterocampa_obliqua,_Oblique_Heterocampa,I_PBA27.jpg",I_PBA27,Heterocampa obliqua,Oblique Heterocampa,
"Heterocampa_obliqua,_Oblique_Heterocampa,I_PBA28.jpg",I_PBA28,Heterocampa obliqua,Oblique Heterocampa,
"Choristoneura_rosaceana,_Oblique-banded_Leafroller_Moth,_maybe,I_PBA29.jpg",I_PBA29,Choristoneura rosaceana,Oblique-banded Leafroller Moth,maybe
"Lochmaeus_bilineata,_Double-lined_Prominent,I_PBA30.jpg",I_PBA30,Lochmaeus bilineata,Double-lined Prominent,
"Crambus_agitatellus,_Double-banded_Grass-veneer_Moth,_maybe,I_PBA31.jpg",I_PBA31,Crambus agitatellus,Double-banded Grass-veneer Moth,maybe
"Heterocampa_obliqua,_Oblique_Heterocampa,I_PBA32.jpg",I_PBA32,Heterocampa obliqua,Oblique Heterocampa,
"Hypoprepia_fucosa,_Painted_Lichen_Moth,I_PBA34.jpg",I_PBA34,Hypoprepia fucosa,Painted Lichen Moth,
"Heterocampa_obliqua,_Oblique_Heterocampa,I_PBA35.jpg",I_PBA35,Heterocampa obliqua,Oblique Heterocampa,
"Epimecis_hortaria,_Tulip-tree_Beauty,I_PBA37.jpg",I_PBA37,Epimecis hortaria,Tulip-tree Beauty,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA38.jpg",I_PBA38,Eutrapela clemataria,Curve-toothed Geometer,
"Cyclophora_packardi,_Packards_Wave,I_PBA39.jpg",I_PBA39,Cyclophora packardi,Packards Wave,
"Peridea_basitriens,_Oval-Based_Prominent,I_PBA40.jpg",I_PBA40,Peridea basitriens,Oval-Based Prominent,
"spider,I_PBA41.jpg",I_PBA41,spider,,
"Palpita_magniferalis,_Splendid_Palpita_Moth,I_PBA42.jpg",I_PBA42,Palpita magniferalis,Splendid Palpita Moth,
"Epimecis_hortaria,_Tulip-tree_Beauty,I_PBA43.jpg",I_PBA43,Epimecis hortaria,Tulip-tree Beauty,
"caddisfly,I_PBA44.jpg",I_PBA44,caddisfly,,
"Epimecis_hortaria,_Tulip-tree_Beauty,I_PBA45.jpg",I_PBA45,Epimecis hortaria,Tulip-tree Beauty,
"mayfly,I_PBA46.jpg",I_PBA46,mayfly,,
"Cyclophora_packardi,_Packards_Wave,I_PBA48.jpg",I_PBA48,Cyclophora packardi,Packards Wave,
"Cell_phone,I_PBA49.jpg",I_PBA49,Cell phone,,
"light_front_and_black_light,I_PBA50.jpg",I_PBA50,light front and black light,,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA51.jpg",I_PBA51,Hypagyrtis unipunctata,One-spotted Variant,
"Hypena_baltimoralis,_Baltimore_Bomolocha,I_PBA54.jpg",I_PBA54,Hypena baltimoralis,Baltimore Bomolocha,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,_homoptera,I_PBA55.jpg",I_PBA55,Marimatha nigrofimbria,Black-bordered Lemon Moth,homoptera
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA57.jpg",I_PBA57,Eutrapela clemataria,Curve-toothed Geometer,
"Polygrammate_hebraeicum,_The_Hebrew,I_PBA58.jpg",I_PBA58,Polygrammate hebraeicum,The Hebrew,
"Hypena_baltimoralis,_Baltimore_Bomolocha,I_PBA60.jpg",I_PBA60,Hypena baltimoralis,Baltimore Bomolocha,
"Sciota_uvinella,_Sweetgum_Leafroller_Moth,I_PBA61.jpg",I_PBA61,Sciota uvinella,Sweetgum Leafroller Moth,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA62.jpg",I_PBA62,Hypagyrtis unipunctata,One-spotted Variant,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA63.jpg",I_PBA63,Spilosoma congrua,Agreeable Tiger Moth,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA64.jpg",I_PBA64,Spilosoma congrua,Agreeable Tiger Moth,
"Cell_phone,I_PBA67.jpg",I_PBA67,Cell phone,,
"light_front_and_black_light,I_PBA68.jpg",I_PBA68,light front and black light,,
"Baileya_ophthalmica,_Eyed_Baileya,I_PBA69.jpg",I_PBA69,Baileya ophthalmica,Eyed Baileya,
"Glenoides_texanaria,_Texas_Gray,I_PBA70.jpg",I_PBA70,Glenoides texanaria,Texas Gray,
"moth_Datana,I_PBA71.jpg",I_PBA71,moth Datana,,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA72.jpg",I_PBA72,Hypagyrtis unipunctata,One-spotted Variant,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA73.jpg",I_PBA73,Spilosoma congrua,Agreeable Tiger Moth,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA74.jpg",I_PBA74,Spilosoma congrua,Agreeable Tiger Moth,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA75.jpg",I_PBA75,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Idia_rotundalis,_Rotund_Idia_Moth,I_PBA76.jpg",I_PBA76,Idia rotundalis,Rotund Idia Moth,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA77.jpg",I_PBA77,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"light_back,I_PBA78.jpg",I_PBA78,light back,,
"Desmia_funeralis--maculalis,I_PBA82.jpg",I_PBA82,Desmia funeralis--maculalis,,
"Bleptina_caradrinalis,_Bent-winged_Owlet,I_PBA83.jpg",I_PBA83,Bleptina caradrinalis,Bent-winged Owlet,
"Heterocampa_guttivitta,_Saddled_Prominent,I_PBA84.jpg",I_PBA84,Heterocampa guttivitta,Saddled Prominent,
"Heterocampa_guttivitta,_Saddled_Prominent,I_PBA85.jpg",I_PBA85,Heterocampa guttivitta,Saddled Prominent,
"moth_Datana,I_PBA86.jpg",I_PBA86,moth Datana,,
"Caenurgia_chloropha,_Vetch_Looper_Moth,_Clemensia_albata,_Little_White_Lichen_Moth,I_PBA87.jpg",I_PBA87,Caenurgia chloropha,Vetch Looper Moth,Clemensia albata
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA89.jpg",I_PBA89,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Ectropis_crepuscularia,_The_Small_Engrailed,I_PBA90.jpg",I_PBA90,Ectropis crepuscularia,The Small Engrailed,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA91.jpg",I_PBA91,Megalopyge opercularis,Southern Flannel Moth,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA92.jpg",I_PBA92,Megalopyge opercularis,Southern Flannel Moth,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA93.jpg",I_PBA93,Eutrapela clemataria,Curve-toothed Geometer,
"Choristoneura_rosaceana,_Oblique-banded_Leafroller_Moth,_maybe,I_PBA95.jpg",I_PBA95,Choristoneura rosaceana,Oblique-banded Leafroller Moth,maybe
"Heterocampa_guttivitta,_Saddled_Prominent,I_PBA97.jpg",I_PBA97,Heterocampa guttivitta,Saddled Prominent,
"Melanolophia_canadaria,_Canadian_Melanolophia,I_PBA99.jpg",I_PBA99,Melanolophia canadaria,Canadian Melanolophia,
"insect,I_PBA102.jpg",I_PBA102,insect,,
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA103.jpg",I_PBA103,Epimecis hortaria,Tulip-tree Beauty Moth,
"Heterocampa_guttivitta,_Saddled_Prominent,I_PBA104.jpg",I_PBA104,Heterocampa guttivitta,Saddled Prominent,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA105.jpg",I_PBA105,Eutrapela clemataria,Curve-toothed Geometer,
"Galgula_partita,_The_Wedgling,I_PBA106.jpg",I_PBA106,Galgula partita,The Wedgling,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA109.jpg",I_PBA109,Eutrapela clemataria,Curve-toothed Geometer,
"Baileya_ophthalmica,_Eyed_Baileya,I_PBA115.jpg",I_PBA115,Baileya ophthalmica,Eyed Baileya,
"Nemoria_bistriaria,_Red-fringed_Emerald,_green_form,I_PBA116.jpg",I_PBA116,Nemoria bistriaria,Red-fringed Emerald,green form
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA117.jpg",I_PBA117,Spilosoma congrua,Agreeable Tiger Moth,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA118.jpg",I_PBA118,Spilosoma congrua,Agreeable Tiger Moth,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA119.jpg",I_PBA119,Spilosoma congrua,Agreeable Tiger Moth,
"Lochmaeus_bilineata,_Double-lined_Prominent,I_PBA120.jpg",I_PBA120,Lochmaeus bilineata,Double-lined Prominent,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA123.jpg",I_PBA123,Spilosoma congrua,Agreeable Tiger Moth,
"Spilosoma_congrua,_Agreeable_Tiger_Moth,I_PBA124.jpg",I_PBA124,Spilosoma congrua,Agreeable Tiger Moth,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA125.jpg",I_PBA125,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Ectropis_crepuscularia_The_Small_Engrailed,I_PBA127.jpg",I_PBA127,Ectropis crepuscularia The Small Engrailed,,
"Cyclophora_packardi,_Packards_Wave,I_PBA128.jpg",I_PBA128,Cyclophora packardi,Packards Wave,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA129.jpg",I_PBA129,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Lochmaeus_bilineata,_Double-lined_Prominent,I_PBA130.jpg",I_PBA130,Lochmaeus bilineata,Double-lined Prominent,
"insect,I_PBA131.jpg",I_PBA131,insect,,
"Ptichodis_herbarum,_Common_Ptichodis_Moth,I_PBA134.jpg",I_PBA134,Ptichodis herbarum,Common Ptichodis Moth,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA136.jpg",I_PBA136,Eutrapela clemataria,Curve-toothed Geometer,
"Palthis_asopialis_Faint-spotted_Palthis,I_PBA137.jpg",I_PBA137,Palthis asopialis Faint-spotted Palthis,,
"insect,I_PBA139.jpg",I_PBA139,insect,,
"Desmia_funeralis--maculalis,I_PBA140.jpg",I_PBA140,Desmia funeralis--maculalis,,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA141.jpg",I_PBA141,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA142.jpg",I_PBA142,Epimecis hortaria,Tulip-tree Beauty Moth,
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA143.jpg",I_PBA143,Epimecis hortaria,Tulip-tree Beauty Moth,
"Caenurgia_chloropha,_Vetch_Looper_Moth,I_PBA144.jpg",I_PBA144,Caenurgia chloropha,Vetch Looper Moth,
"Orgyia_leucostigma,_White-marked_Tussock_Moth,I_PBA145.jpg",I_PBA145,Orgyia leucostigma,White-marked Tussock Moth,
"Nadata_gibbosa,_White-dotted_Prominent,I_PBA147.jpg",I_PBA147,Nadata gibbosa,White-dotted Prominent,
"Nadata_gibbosa,_White-dotted_prominent,I_PBA149.jpg",I_PBA149,Nadata gibbosa,White-dotted prominent,
"Glena_cribrataria,_Dotted_Gray,I_PBA150.jpg",I_PBA150,Glena cribrataria,Dotted Gray,
"Lochmaeus_bilineata,_Double-lined_Prominen,I_PBA151.jpg",I_PBA151,Lochmaeus bilineata,Double-lined Prominen,
"Lochmaeus_bilineata,_Double-lined_Prominent,I_PBA152.jpg",I_PBA152,Lochmaeus bilineata,Double-lined Prominent,
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA153.jpg",I_PBA153,Epimecis hortaria,Tulip-tree Beauty Moth,
"Desmia_funeralis--maculalis,I_PBA154.jpg",I_PBA154,Desmia funeralis--maculalis,,
"Desmia_funeralis--maculalis,I_PBA155.jpg",I_PBA155,Desmia funeralis--maculalis,,
"Cell_phone,I_PBA156.jpg",I_PBA156,Cell phone,,
"light_front_and_black_light,I_PBA157.jpg",I_PBA157,light front and black light,,
"spider,I_PBA159.jpg",I_PBA159,spider,,
"spider,I_PBA160.jpg",I_PBA160,spider,,
"spider,I_PBA161.jpg",I_PBA161,spider,,
"spider,I_PBA162.jpg",I_PBA162,spider,,
"spider,I_PBA163.jpg",I_PBA163,spider,,
"Palpita_magniferalis,I_PBA164.jpg",I_PBA164,Palpita magniferalis,,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA166.jpg",I_PBA166,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Palpita_magniferalis,I_PBA168.jpg",I_PBA168,Palpita magniferalis,,
"Crambus_agitatellus,_Double-banded_Grass-veneer_Moth,_maybe,I_PBA169.jpg",I_PBA169,Crambus agitatellus,Double-banded Grass-veneer Moth,maybe
"Heterocampa_umbrata,_White-blotched_Heterocampa,I_PBA170.jpg",I_PBA170,Heterocampa umbrata,White-blotched Heterocampa,
"Parapoynx_allionealis,_Watermilfoil_Leafcutter_Moth,I_PBA171.jpg",I_PBA171,Parapoynx allionealis,Watermilfoil Leafcutter Moth,
"Crocidophora_tuberculalis_Pale-winged_Crocidiphora_Moth,I_PBA172.jpg",I_PBA172,Crocidophora tuberculalis Pale-winged Crocidiphora Moth,,
"insect,I_PBA174.jpg",I_PBA174,insect,,
"insect,I_PBA175.jpg",I_PBA175,insect,,
"Cell_phone,I_PBA176.jpg",I_PBA176,Cell phone,,
"light_front_and_black_light,I_PBA177.jpg",I_PBA177,light front and black light,,
"caddisfly,I_PBA178.jpg",I_PBA178,caddisfly,,
"caddisfly,I_PBA181.jpg",I_PBA181,caddisfly,,
"Nadata_gibbosa,_White-dotted_prominent,I_PBA182.jpg",I_PBA182,Nadata gibbosa,White-dotted prominent,
"Nadata_gibbosa,_White-dotted_prominent,I_PBA183.jpg",I_PBA183,Nadata gibbosa,White-dotted prominent,
"insect,I_PBA185.jpg",I_PBA185,insect,,
"Palpita_magniferalis,I_PBA186.jpg",I_PBA186,Palpita magniferalis,,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA187.jpg",I_PBA187,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA188.jpg",I_PBA188,Megalopyge opercularis,Southern Flannel Moth,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA189.jpg",I_PBA189,Megalopyge opercularis,Southern Flannel Moth,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA190.jpg",I_PBA190,Hypagyrtis unipunctata,One-spotted Variant,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA191.jpg",I_PBA191,Megalopyge opercularis,Southern Flannel Moth,
"Macaria_regulata,I_PBA192.jpg",I_PBA192,Macaria regulata,,
"Baileya_ophthalmica,_Eyed_Baileya,I_PBA193.jpg",I_PBA193,Baileya ophthalmica,Eyed Baileya,
"Acrolophus_sp_ga3,_maybe,I_PBA194.jpg",I_PBA194,Acrolophus sp_ga3,maybe,
"Hypagyrtis_unipunctata,_One-spotted_variant,I_PBA196.jpg",I_PBA196,Hypagyrtis unipunctata,One-spotted variant,
"Glena_cribrataria,_Dotted_Gray,I_PBA197.jpg",I_PBA197,Glena cribrataria,Dotted Gray,
"Chionodes_sp_ga4,I_PBA198.jpg",I_PBA198,Chionodes sp_ga4,,
"Chionodes_sp_ga4,I_PBA199.jpg",I_PBA199,Chionodes sp_ga4,,
